sample_id,cer,prediction,ground_truth,num_tokens,mean_gradcam_gini,mean_attention_gini,mean_loss
211,0.08333333333333333,De la crudel morte de Cristo on bo,De la crudel morte de Cristo on' hom,16,0.6763279903678244,0.400808661596488,21.045585647134004
212,0.0,pianga amaramente.,pianga amaramente.,10,0.6140470574474162,0.4160040110336434,19.396096952293554
213,0.16666666666666666,Quando videri Cristo pillaro degni,Quando iuderi Cristo pilliaro d'ogne,17,0.7150263708454789,0.41736239352134763,18.109797358194857
214,0.029411764705882353,sanguinato commo falso amaramente,sanguinato commo falso amaramente.,16,0.6938183517049433,0.4676318353626635,21.244935757886594
215,0.24324324324324326,Po'il menarapilato enel' consillio,Poi 'l menar a Pilato e nel consellio,18,0.7187276358922302,0.42032231485431604,19.937094834108482
216,0.20588235294117646,ad' emandato da li iuder fo' od emp,ademandato da li iuder' fo condemp,14,0.6605636909687261,0.4343052748371357,16.739051806615684
217,0.03225806451612903,nato de quella falsa ria gente,nato de quella falsa ria gente.,15,0.7168236311927352,0.4418477020112142,22.50901000932782
218,0.05714285714285714,Tutti gridaro alta voce moi al fal,Tutti gridaro alta voce moia 'l fal,17,0.6970872056696874,0.43443491410157925,22.553069850972754
219,0.22580645161290322,so moi' a lueloce abrigatamente.,so moia 'l veloce sbrigatamente,17,0.750785733606128,0.4225380561884165,19.056354115871994
220,0.0,sia posto en croce ke non turbi,sia posto en croce ke non turbi,14,0.7099789486835583,0.4029335968492153,21.900943182399974
221,0.0,tutta la gente.,tutta la gente.,10,0.6564976885432796,0.4459588405771657,17.670257974136597
222,0.0,Nel suo vulto li sputaro e la sua,Nel suo vulto li sputaro e la sua,18,0.6820388292030704,0.45831660182090356,22.704104721352124
223,0.02857142857142857,barba si la pelaro facendo beffe li,barba sì la pelaro facendo beffe li,16,0.6395726095448135,0.4087739455279721,19.903800068006603
224,0.1111111111111111,putavo ke Dio sè facto fallamente.,'putaro ke Dio s'è facto falsamente.,17,0.6705948896734037,0.4284185672536469,22.058246517675396
225,0.02857142857142857,Poi ke 'n croce fo kiavellato dali,Poi ke 'n croce fo kiavellato da li,17,0.7067714717631496,0.4053672605918937,21.644600517349318
226,0.0,iuderi fo designato se tu sè Cristo,iuderi fo designato se tu sè Cristo,15,0.7015809335937744,0.4240563280927473,22.549986160026297
227,0.1,da Dio mandato descende qui securamente,da Dio mandato descende giù securamente.,19,0.6875309909352951,0.412203965317841,21.511536645947984
228,0.06060606060606061,Lo santo lato sangue menao etut,Lo santo lato sangue menao et tut,14,0.7112878638187217,0.48826087645605015,20.464101389050473
229,0.0,ti noi recomparao da lo nemico,ti noi recomparao da lo nemico,14,0.7199068592350992,0.4284048663501437,20.83510854559214
230,0.21052631578947367,ke ganao puno pomo si vilmente.,ke 'ngannao per uno pomo sì vilemente.,20,0.6934619767387051,0.40370818971849626,19.424849444273768
231,0.0,San Iovanni lo vangelisto quando,San Iovanni lo vangelisto quando,14,0.6582595474635854,0.45248464151600076,23.61249112869921
232,0.09375,guardava suo maiestro vedielo,guardava suo maiestro vedielo 'n,16,0.6787983903321,0.4134208149638042,21.08780270814617
233,0.0,croce molt' era tristo et doloroso de,croce molt' era tristo et doloroso de,17,0.6975229971241044,0.48107869830306954,21.13709154548604
234,0.08333333333333333,dela mente.,de la mente.,8,0.661774267817572,0.4207107338242421,18.160432845254483
235,0.11764705882352941,Li soi compagni la bandonaro tutt' i,Li soi compagni l'abandonaro tutti,16,0.698768442299784,0.4091061193199178,20.00379845369843
236,0.027777777777777776,fugiero elui lasciaro stando tormen,fugiero e lui lasciaro stando tormen,18,0.7571924526299907,0.4417295957902052,21.306146365362324
237,0.030303030303030304,to forte et amarode lo suo corpo,to forte et amaro de lo suo corpo,15,0.6971473581721895,0.430354038404447,23.095786356923107
238,0.125,sermonne.,sermone.,6,0.5912683837995405,0.45717020419129567,17.178890926520882
239,0.0,Poi gente dice a li suoi frati li,Poi gente dice a li suoi frati li,15,0.6960726459186656,0.44157573535386213,23.307273998864297
240,0.09375,apostoli sancti cati nel la fede,apostoli sanctificati nella fede,13,0.6903962874125196,0.4118644508098099,21.20052720028455
241,0.2,fuor confirmati a l'oraldisse.,fuor confirmati alora 'l disse,12,0.6778114766591615,0.43180631568814837,21.167042841513176
242,0.0,e comandòne.,e comandòne.,10,0.6927476089594939,0.4292314949130868,15.808041487587612
243,0.05555555555555555,Per tutto 'l mondo venandate el mi,Per tutto 'l mondo ve n'andate el mi,17,0.6997845251708706,0.4323065573825887,21.99909669510427
244,0.06451612903225806,o evangelio predicate en el mio,o evangelio predicate e nel mio,12,0.7203517143016018,0.44880421655243813,21.94650609274648
245,0.04,nome bapticate con grande,nome baptiçate con grande,12,0.6897063632311905,0.43481980974654216,20.708982913775483
246,0.07692307692307693,benedictone.,benedictione.,8,0.6042566938973336,0.42507783986428327,19.556207269389915
247,0.0,E non debiate aver paura predi,E non debiate aver paura predi,12,0.6977566100350344,0.46945281319327953,20.13735825804963
248,0.0,cate ad ogne creatura ki crede,cate ad ogne creatura ki crede,14,0.7032798353465364,0.38897445055414676,21.704186370312332
249,0.12903225806451613,et aura paura avirà salvatore.,et avrà paura avirà salvatione.,15,0.6567086241088583,0.415291059870919,20.847237847858892
250,0.21621621621621623,Ki non credra sirà perduto od gemma,Ki non crederà sirà perduto condempna,17,0.6919406466045056,0.423018145783375,21.014064634545804
251,0.09375,to è battuto mai non avir' al mi,to e battuto mai non avirà 'l mi,16,0.6791362140863777,0.40956637584496264,23.37345799803716
252,0.22580645161290322,o aiuto e andarampditione.,o aiuto e andarà 'n perditione.,18,0.7013804659037723,0.4108686704133586,18.61575608120975
253,0.03571428571428571,Vel mio nome resuscitate mor,Nel mio nome resuscitate mor,12,0.7172243133090804,0.4477587741276318,21.004988470328186
254,0.17647058823529413,ti ci legro si mundate e lin fermi,ti e i leprosi mundate e l'infermi,17,0.7356560131232945,0.4575948432462588,19.22321183463258
255,0.030303030303030304,si curate sanando le lor persone.,sì curate sanando le lor persone.,16,0.7313991629146653,0.4082063584905721,20.980457588606924
256,0.058823529411764705,Ki crederà non siravano a cui voi,Ki crederà non sirà vano a cui voi,18,0.6991319036979243,0.4049151416043583,21.192129823871692
257,0.1,oporate manu sempre sirà salvo,porrete manu sempre sirà salvo,13,0.6716451012953973,0.4390957220149157,22.905057086832933
258,0.0967741935483871,esano et avirà bon guitardone,e sano et avirà bon guidardone.,15,0.7064018510127293,0.375369238596475,20.96741509151179
259,0.21212121212121213,L'arra fe non se remova avare,La nostra fe' non se remova avare,14,0.6928197086233715,0.4240970990676969,20.55098926335839
260,0.03225806451612903,te lingua nuova ogn' omo perda,te lingua nuova ongn' omo perda,15,0.6984876716954234,0.4250711650279302,19.79779938059655
261,0.1,el regno caro Dio nedea per,e 'l regno caro Dio ne dea per,16,0.7056423037025769,0.4352156555809237,19.045160142222016
262,0.29411764705882354,guid ardone ama,guidardone. amen.,10,0.5887026130889144,0.37635802345443575,17.2763860248029
263,0.038461538461538464,Spiritu sancto dolçe amore,Spiritu Sancto dolçe amore,13,0.6393221688264172,0.43276702928511196,23.059193944001034
264,0.0,tu sè nostro guidatore.,tu sè nostro guidatore.,12,0.6748514765271095,0.41857194653339863,25.165979883982686
265,0.4375,Lo fantelli cun a e foco ardente,Lo Spiritu Sancto è foco ardente,14,0.6952909949892937,0.4257552832524971,18.916736551588592
266,0.034482758620689655,O beata Trinitade odivina ma,O beata Trinitade o divina ma,13,0.7298861152578903,0.44290665997193723,19.76006775635904
267,0.02857142857142857,iestade per la tua gran pietade ren,iestade per la tua gran pietade rem,14,0.6755297319842697,0.43492612023432536,24.04697578293516
268,0.10344827586206896,pione del tuo amore lo mondo,piene del tuo amore. Lo mondo,14,0.6726317509759558,0.45069971621266897,24.526165378154474
269,0.15151515151515152,L'omondo e falso edesliale satha,Lo mondo è falso e desliale Satha,17,0.7187175154865639,0.4564873469990173,20.03565501361511
270,0.06666666666666667,na sne fa far male lo corpo ne,nas ne fa far male lo corpo ne,12,0.6478429617072624,0.3951348049029993,19.63075794769581
271,0.18518518518518517,vole 'ngan nare et unaiuta,vole 'ngannare e tu n'aiuta,15,0.6687382519614645,0.4031525930347737,18.813044293532343
272,0.0,creatore.,creatore.,6,0.5048665567580818,0.4066155020164068,17.74862692748502
273,0.06060606060606061,Spirito sancto glorioso sovranoi,Spirito Sancto glorioso sovra noi,15,0.6917285815320688,0.45805330067058597,22.333367274204882
274,0.17647058823529413,nor na gratioso.,noi sia gratioso.,11,0.672996019314498,0.42705994152698135,17.489111751818015
275,0.06666666666666667,Ke donasti pace al mondo tu sì,Ke donasti pace al mondo tu Si,13,0.7048839706328748,0.4447478283158065,22.242676805158563
276,0.09090909090909091,gnor fresche iocondo tu ne guard,gnor fresch' e iocondo tu ne guar,16,0.691316380110452,0.408526916647434,20.196090791686743
277,0.027777777777777776,da del profundo di quel logo tenebra,da del profundo di quel logo tenebro,14,0.6553855426649375,0.4265332684897142,20.678021334234195
278,0.2,broso.,broso,5,0.6526307601914927,0.424388051284445,12.914267364872103
279,0.16216216216216217,Lava nulla luce ogne reo visi con,la v' à nulla luce ogne reo vi si con,19,0.6767923985075096,0.38707746132071164,19.679873629586066
280,0.06451612903225806,duce ki vi cade tutto cuore già,duce ki vi cade tutto cuoce gia,16,0.7125106564533588,0.3786300477061719,20.822895362858816
281,0.09523809523809523,me non starà otioso.,mai non starà otioso.,12,0.6466951308030304,0.4440837558707023,19.661938771287748
282,0.1,A tuo regno ne con duca san ma,Al tuo regno ne conduca san Ma,13,0.7137232555383988,0.39806401692551197,18.96216884025908
283,0.13333333333333333,tho março et luca san Iohanni,theo Marco et Luca san Iohanni,13,0.6956479593533977,0.45856377051966213,19.742543842191267
284,0.20588235294117646,canti ke duca ke per te è virtuoso.,quei k'è duca ke per te è virtuoso,18,0.7412652872741652,0.4013180947944031,18.035528084345668
285,0.23076923076923078,Ke possi non signare colli sancti te,ke possiam teco regnare colli sancti te,16,0.7412898186257235,0.4174053114980739,18.77318296556768
286,0.25,laudare o veter glondicare.,laudare et veder glorificare,12,0.7055856015517769,0.37533957331524964,15.39114128877794
287,0.045454545454545456,come signor ponderoso.,come Signor ponderoso.,9,0.6404503678077123,0.4639190509232009,21.73883805884462
288,0.0,Garço de la gran sperança a te Cristo,Garço de la gran sperança a te Cristo,17,0.6609812102237642,0.39948492672812763,23.019403567314356
289,0.05,per pietança tu n'ai facti a tua sembiam,per pietança tu n'ài facti a tua sembian,20,0.7332178335940894,0.40403996927014363,20.784313496850654
290,0.038461538461538464,ça pregò ke ne dea riposo.,ça prego ke ne dea riposo.,13,0.6810465555304345,0.42753707748148884,19.070006366062408
291,0.04,Spirito sancto da servire,Spirito Sancto da servire,10,0.6956874290265953,0.43379801391319894,22.152686260125382
292,0.16666666666666666,danal core de te sentire.,da' ·nn al core de te sentire.,14,0.6527255916478122,0.41863245877720345,19.711128429649566
293,0.0,Spiritu di veritade e fontana de,Spiritu di veritade e fontana de,13,0.6839294201722452,0.39115057771452744,20.997855497703206
294,0.0,te suo creatore.,te suo creatore.,9,0.7018434286556849,0.39238899313329084,22.912619723171524
295,0.0,Creatura humana scognoscente,Creatura humana scognoscente,12,0.6617668486425438,0.41840272851367577,21.13565802574156
296,0.0625,sovr' ogn' altra terrena creatura.,sovr'ogn' altra terrena creatura,15,0.6735853001598834,0.4788676728457747,21.00251753857979
297,0.029411764705882353,come ti puoi partir sì per niente,comme ti puoi partir sì per niente,18,0.7020853527652423,0.4177826412662981,21.090588165139895
298,0.12121212121212122,l'alto factor cui tu sè creatura.,dal to factor cui tu sè creatura?,14,0.6831451537250984,0.44416628188442264,22.088997060166793
299,0.14285714285714285,ei ke ti chiama cun si amorosa,Ei ke ti chiama cusì amorosa,16,0.6897411979123356,0.3960120400971082,20.846584796905283
300,0.0,mente che torni a lui ma tu pur,mente che torni a lui ma tu pur,14,0.6671080016909662,0.42728578975369824,20.97355319376181
301,0.02857142857142857,li stai dura et non ai cura del tuo,li stai dura et non ài cura del tuo,17,0.6944973303152499,0.38828937200276964,21.161937493584272
302,0.0,salvatore.,salvatore.,8,0.6473292159527857,0.38243071152436414,18.145996823591148
303,0.13793103448275862,Salvatore ke de la vergene Maria,Salvatore ke de la vergene na,14,0.6999128470579912,0.4028575582060828,19.550490011028614
304,0.034482758620689655,scesti del tuo amor d'arne non,scesti del tuo amor darne non,15,0.7150776543456064,0.4061146884524709,22.19803783576931
305,0.06896551724137931,ti sia desdegno k'è gran segno,ti sia desdegno ké gran segno,15,0.7203904915388065,0.3918191763992749,23.934454631462344
306,0.030303030303030304,ke non sospiri tanto per amore ke,ké non sospiri tanto per amore ke,15,0.7408403408315728,0.45184926087656485,23.26191714599445
307,0.09090909090909091,tu morisse.,tu morisse?,7,0.6965567510904886,0.4910834945231141,17.422952820546794
308,0.03125,Norire dovaresti falso sconoscen,Morire dovaresti falso sconoscen,15,0.7195095434262008,0.47018751432788036,19.53312610785109
309,0.08571428571428572,te villano cieco pigro en engligente,te villano cieco pigro e negligente,14,0.6965984773311353,0.43416440196394446,19.695287532306143
310,0.0,ke per amor non vivi fervente,ke per amor non vivi fervente,13,0.7022049737213453,0.4102602716450666,18.753322792319523
311,0.0,sì ke languise.,sì ke languise.,10,0.6706609821098037,0.3958738818880313,17.12872186864687
312,0.1,L'anguisei ripensando la tua non,Languisci ripensando la tua no,14,0.694476810906,0.435006209072728,21.105300559527482
313,0.125,ia ke de l'amore Ihesù t'atolta,ia ké de l'amore ihesù t'à tolta,21,0.680566291843399,0.4206072003312932,21.080744607092917
314,0.0,gioia prego cor mio la mia vi,gioia prego cor mio la mia vi,14,0.7076474095768513,0.4285211495709973,22.467182227025074
315,0.038461538461538464,tà croia più non seguisse.,ta croia più non seguisse.,14,0.6536612499659763,0.41136503249215134,21.704325292763794
316,0.0,Seguita l'amor ke pò valere pi,Seguita l'amor ke pò valere pi,17,0.7113411993246181,0.43516576934990175,20.342514921556145
317,0.16129032258064516,quike tutto 'l mondo apostedere,ù ke tutto 'l mondo a possedere,16,0.6993123889887565,0.422108828848327,18.02813486750482
318,0.034482758620689655,grande boce ké fenda el polmo,grande boce ke fenda el polmo,13,0.7258760049775922,0.4476278175118335,19.713737689050433
319,0.05555555555555555,ne en fine a la fece e transmortisse.,ne enfine a la foce e transmortisse.,15,0.6887119137508304,0.44988536703020554,18.855100113966287
320,0.11764705882352941,Transmortisei cuore e va grando,Transmortisci cuore e va' gridando,14,0.6702782988365682,0.4443444178309187,19.93616749936229
321,0.2222222222222222,e pure amore amore amore amore an,e pure amore amore amore am,12,0.6801746317738067,0.4375982712734022,24.866968815525087
322,0.06666666666666667,mando ke no l'ai puramente ama,mando ké no l'ài puramente ama,17,0.6890022058081937,0.3976947847711826,22.825036006750533
323,0.03333333333333333,to va dolorando e parturisce.,to va' dolorando e parturisce.,15,0.7143800239765443,0.44194921317130487,20.769140092531725
324,0.12,Ori vole lo mondo desprec,Chi vole lo mondo despreç,13,0.7100527831369958,0.43673015006409777,19.129060571296854
325,0.030303030303030304,pare sempre la morte dea pensare.,çare sempre la morte dea pensare.,15,0.6906899249972888,0.4349430548084255,21.388728220687053
326,0.03333333333333333,La morte e fera e dura e forte,La morte è fera e dura e forte,16,0.6529317716153187,0.4810667386246699,20.436296060585356
327,0.0,runpe mure e passa porte ella,runpe mure e passa porte ella,14,0.6719363035190323,0.4235160522668906,20.438248246316984
328,0.038461538461538464,ene sì comune sorte ke neu,ène sì comune sorte ke neu,15,0.6690524880557559,0.4146716570652776,21.21036847173176
329,0.058823529411764705,non ne pò campare.,no ne pò campare.,11,0.6539418150547578,0.4079235575431806,19.870965414201155
330,0.0,sua madre colli sancti venaro per te,sua madre colli sancti venaro per te,15,0.7504592886745394,0.41485164563062,22.757475725589998
331,0.027777777777777776,condolçi canti menartene cun grande,con dolçi canti menartene cun grande,17,0.7239312376640106,0.38393307714684444,20.824510825839848
332,0.0,honore.,honore.,6,0.590874022351413,0.4449026948428864,18.60999278143648
333,0.02857142857142857,Facesti la corte r'alegrare dolcissi,Facesti la corte ralegrare dolcissi,18,0.6928632797559057,0.42368365997373125,21.21417852242616
334,0.08823529411764706,mi visi cantare d'avante l'alta ma,mi versi cantare davante l'alta ma,16,0.7035570676520563,0.4573165063635142,20.503553882226754
335,0.21212121212121213,iestade reddendo laude cumar por,iestade reddendo laude cun amore.,14,0.6855550167088529,0.4230305071833155,19.04020338425656
336,0.4666666666666667,Sia laudato frinitore lo cun,Sia laudato san Francesco quel,12,0.7475441486030983,0.408675255282229,17.060901244946876
337,0.23809523809523808,li caparve en crocefico como redicata,li c'aparve en croce fixo como redemptore.,20,0.6829308535394644,0.39739082966566625,19.073194915280283
338,0.03333333333333333,L'altre sono le pretiose maga,L'altre sono le pretiose marga,15,0.7033268987579621,0.5033417209362738,22.991600163773395
339,0.1111111111111111,rite gratiose verdone donne,rite gratiose vergini donne,12,0.6797594506770291,0.4285598793452087,21.52636270487314
340,0.030303030303030304,renchiuse per amor del salvatore.,renchiuse per amor del Salvatore.,14,0.6993114981628015,0.4393389759310997,21.445639111263663
341,0.058823529411764705,Eli frati continenti coniugati per,E li frati continenti coniugati pe,14,0.660991462954107,0.42788976114217164,19.547144052104784
342,0.03571428571428571,nitenti stando al mondo santa,nitenti stando al modo santa,13,0.7276079587966561,0.48094403734410485,21.275214846212048
343,0.0,mente per servire al Creatore.,mente per servire al Creatore.,12,0.6815521477781236,0.4339709084180368,21.1924858272871
344,0.03225806451612903,San Francesco glorioso tutto se,San Francesco glorioso tutto sè,13,0.6686495451615012,0.441422357676364,24.38641003203835
345,0.0,desideroso de Dio fosti copio,desideroso de Dio fosti copio,13,0.6479737774704997,0.44144884749879,21.75264910548348
346,0.0,so amoroso cun dolçore.,so amoroso cun dolçore.,14,0.6651585421123035,0.43211572182976354,22.966257248413854
347,0.0,Per la virtude sancta a Dio data,Per la virtude sancta a Dio data,13,0.6929915866757744,0.42605813544762927,20.19546474860079
348,0.06896551724137931,tutta quanta questa dolçe l'an,tutta quanta questa dolçe lau,16,0.6853584426548638,0.40380766990308237,20.474018645967377
349,0.08108108108108109,de canta di te francesco frando core,de canta di te Francesco franco core.,14,0.7019464063088494,0.42604078443600324,19.446573965532
350,0.0,ke si fa de questo pretiuso,ke si fa de questo pretiuso,12,0.6983117278270828,0.4062042847581175,22.052927464235097
351,0.06666666666666667,unguento mellio vendar e donari,unguento mellio vendare denari,12,0.6916769899514494,0.47409795204086236,19.5503804627139
352,0.0,trecento et darlo a li povari per,trecento et darlo a li povari per,16,0.7033272998989193,0.4569543133834529,22.765956528410356
353,0.0,loro consolare.,loro consolare.,9,0.6820790736721954,0.4419197783856414,22.870988474904657
354,0.0,Questo fo 'l principio e la cascio,Questo fo 'l principio e la cascio,14,0.6373520309680194,0.44612223017020514,20.602390084947668
355,0.06666666666666667,né perké Iuda fece tradiscione.,ne perké Iuda fece tradiscione,13,0.7376309066281217,0.4245963431203276,21.146430657312383
356,0.1,et a guisa duv vile schiavone,et a guida d'un vile schiavone,15,0.7150118174725683,0.4486057350644597,19.469221202508677
357,0.029411764705882353,vendo Cristo e fecelo tormentare.,vendeo Cristo e fecelo tormentare.,15,0.6917061378301044,0.42423767427292974,21.8569568095388
358,0.0,Era preso de quello unguento ke,Era preso de quello unguento ke,14,0.7062891368956236,0.4532734177126781,21.1319200758364
359,0.0,Magdalena fece cun giachi,Magdalena fece cun giachi,13,0.6701629792296209,0.4266977127262076,22.68227427243269
360,0.0,mento Cristo soffirio per noi tor,mento Cristo soffirio per noi tor,15,0.7038651677009732,0.4274410201687039,22.420479059162002
361,0.0,mento et morio in croce per noi,mento et morio in croce per noi,14,0.6364468394510778,0.4390908204539339,23.281377999963038
362,0.14285714285714285,n core cun dolçe c'ant' per amor,core cun dolçe cant per amor,14,0.677940181738502,0.41338790705183276,18.476785968323895
363,0.0,del Creatore.,del Creatore.,7,0.6247048745253975,0.4058020968318684,19.030359131942955
364,0.0,Per amor del Creatore cun timor,Per amor del Creatore cun timor,13,0.7163350870547321,0.41073430062936317,22.312874114140712
365,0.3448275862068966,ercvença cruitranda cunbal,e reverença exultando cun bal,13,0.7034913461507647,0.4142845359811639,17.69279039812343
366,0.0,doloroso.,doloroso.,7,0.6525781342240032,0.4694690128984074,17.902008464983346
367,0.034482758620689655,Dubito fo facto muto e nel na,Dubitò fo facto muto e nel na,15,0.6363969754052209,0.41168972784797453,20.641216174761258
368,0.2702702702702703,sce 'r fo absoluto de Spirito en,scer fo absoluto de Spiritu Sancto em,15,0.6993047048898475,0.37164300855972815,22.110473934797543
369,0.04,piuto perfecto de latioso.,piuto perfecto delatioso.,12,0.6379626222042621,0.4472818101911497,21.894520510726476
370,0.10714285714285714,Elisabeth angravidato qual,Elisabeth à 'ngravidato qual,13,0.635221374627174,0.44718355658342224,18.881164697500306
371,0.21621621621621623,sei meisi fel portato poi fo in,sei meisi fè 'l portato poi fo Cristo,17,0.6752753362825415,0.4180592828529261,20.18258630502083
372,0.17647058823529413,mutiato da quel angel digtoso,anuntiato da quel angel dignitoso.,15,0.6688874560328537,0.4296972869379436,19.264428656555236
373,0.0967741935483871,En contente la sovrana vergene,Encontenente la sovrana vergene,14,0.7275593130097376,0.45631055971673046,19.099563505579404
374,0.18181818181818182,mana diana per li morti tosta 'n,Maria diana per li monti tost' an,14,0.6752034842961636,0.4742128023289226,19.86422325171702
375,0.07407407407407407,dava venal parto copioso.,dava ven' al parto copioso.,14,0.7097071358216164,0.4482951966987811,20.664452033381544
376,0.14285714285714285,Per miracol a te pregne lu,Per miracol ambe prengne l'u,14,0.6916902288238341,0.42488842706348307,21.15800895459779
377,0.03333333333333333,na a l'altra sì viene en corpo,na a l'altra si viene en corpo,15,0.7172197913601358,0.4459345723752035,19.9775987545631
378,0.10714285714285714,Tu amore ke oi ungi cui più,Tu amore ke coniungi cui più,16,0.6675930134600687,0.4180759825518456,20.545442029833765
379,0.07407407407407407,ami spesso pungi omni piaga a,ami spesso pungi omni piaga,14,0.7001824488225629,0.45034327397289736,17.81123136330653
380,0.03571428571428571,poi ke lungi sença unguento,poi ke l'ungi sença unguento,15,0.7131318646040108,0.43712959320764805,19.77427935280525
381,0.0,fai saldare.,fai saldare.,9,0.6303214407103099,0.3806647280543817,19.353121174519302
382,0.10344827586206896,Dolce amore tu sè sper me ki ben,Dolce amore tu sè speme ki be,15,0.721620399149769,0.4228183511926158,22.622902591511473
383,0.0,ne ama sempre teme nasce et,ne ama sempre teme nasce et,13,0.6989865342076503,0.4127952343370124,21.988346833369214
384,0.0,cresce del tuo seme ke bon,cresce del tuo seme ke bon,13,0.7255619744025515,0.43061303589215744,21.30216586587718
385,0.0,fructo fa granare.,fructo fa granare.,10,0.6616420374030636,0.4356194869601337,21.595709852073906
386,0.14814814814814814,Inior tu non abandoni ki to,Amor tu non abandoni ki t'o,13,0.6691242111717587,0.40817507121804486,19.560567754958075
387,0.2222222222222222,laudi sì perdoni e di gloria cdli con,fende sì perdoni e di gloria e di co,18,0.689590037802486,0.3770553006766931,16.496198382642053
388,0.5416666666666666,Averen la burmidiare.,rone ki si sa humiliare.,10,0.646142957147471,0.35329959174720216,15.201078665012025
389,0.25,In grande colce fino inercato,Amore grande dolce fino increato,15,0.7170173970287468,0.4036728157637244,18.087424937098206
390,0.05714285714285714,Servi foste de Ihesù Cristo e seq,Servi foste de Ihesù Cristo e sequi,17,0.6537725676522699,0.4004294786883753,21.081456805634115
391,0.030303030303030304,ste il suo viagio perravere quel,ste il suo viagio perr avere quel,16,0.720454826526509,0.42622427121916107,22.19583879900155
392,0.0,dolç' aquisto lo qual non trov,dolç' aquisto lo qual non trov,15,0.6693542171493395,0.39739857444277,21.037577899295677
393,0.0,va paraggio tutti cun fermo,va paraggio tutti cun fermo,13,0.6745620096490601,0.4456956961882567,22.212811341230218
394,0.0,coragio vo pregam cun reverença,coragio vo pregam cun reverença,14,0.6646233035641363,0.43655694797009137,21.014148266757335
395,0.09375,k'è naitiati a la sentetia ki no,ke n'aitiati a la sentetia ki no,16,0.7118921514625127,0.43331198016897754,18.812354374109276
396,0.07407407407407407,mandiamo en quello ardore.,n andiamo en quello ardore.,13,0.6410562853526615,0.44902562801315427,22.111185092171407
397,0.17391304347826086,Voi chiamà per aveo cate,Voi chiamàm per avocati,13,0.6804704592057358,0.4069843688879261,17.220978718426448
398,0.12,noncte e di ogni sta scione,nocte e dì ogni stascione,16,0.7416297231955975,0.3760520155919859,20.90019080042704
399,0.09090909090909091,apostoli glorificati pieni deo,apostoli glorificati pieni de con,14,0.7035596337360712,0.43203884564645395,19.494868968177034
400,0.14285714285714285,solatione per lascena passione ke,solatione per la sancta passione ke,13,0.7119068517231343,0.42685664629046277,20.45231533022182
401,0.2631578947368421,dal mundo receveste e 'l lascagla,dal mundo receveste ella sancta gloria,15,0.684157131018894,0.4231181180558318,20.316687411130868
402,0.02631578947368421,per pietança d'essar nostro a vocatore.,per pietança d'essar nostro avocatore.,19,0.6843277821752082,0.4020718074931156,20.764197461347365
403,0.06896551724137931,Sancto to masso a Deo sirvisti,Sancto Tomasso a Deo sirvisti,15,0.7377851126867497,0.443490513478893,19.351734066009083
404,0.13333333333333333,nocte di ogne stascione illa,noct' e dì ogne stascione alla,18,0.6942236028582497,0.4074024904139369,23.68760542074763
405,0.23333333333333334,sua morto per la 'n gisti cun grande,sua morte plangisti cun grande,15,0.7110889972502142,0.3976054439577344,21.854259711517397
406,0.03225806451612903,devotione de la sua resurrection,devotione de la sua resurrectio,12,0.6399251982400237,0.42424782309014697,21.708183228862556
407,0.1111111111111111,n forten ente dubitasti fin,ne fortemente dubitasti fin,12,0.7548185477295765,0.45452538014811844,19.62413911014998
408,0.16129032258064516,kellato noi cercasti non ne,ké 'l lato no i cercasti non ne,16,0.6610490483919653,0.42683347219741796,18.96785219012486
409,0.0,fosti credetore.,fosti credetore.,10,0.6419631758225541,0.4610909291095071,21.996345650899276
410,0.03571428571428571,Malta gente convertisti a la,Multa gente convertisti a la,12,0.6604790567251567,0.462278679373836,19.47718203601349
411,0.15151515151515152,san fede pura li dole cader fa,sancta fede pura l'idole cader fa,17,0.7203930462355339,0.4007502690392801,22.418247536847684
412,0.10344827586206896,coste k'eramposte nelle mura,ceste k'eran poste nelle mura,15,0.6761336742669942,0.45822712213614036,22.76854823560764
413,0.0967741935483871,un pagna semoss' alora del col,un pagan se moss' alora del col,12,0.7138246221216962,0.45732423909834163,19.217244088625495
414,0.0,cadde morto encontenente,cadde morto encontenente,12,0.7085463649256679,0.42567247968082533,18.05116485551116
415,0.225,apolo de Deo servente prega il mu,apostolo de Deo servente prega il nostro,16,0.6763058278867607,0.4206088523662269,18.683756221026755
416,0.1111111111111111,critore.,criatore.,8,0.5810009252110573,0.4236543801731387,17.8704674029066
417,0.0625,Sancto filipo biato de bon core,Sancto Filippo biato de bon core,14,0.75678550782977,0.44175619084920076,20.029729961929007
418,0.034482758620689655,nui te laudamo apostolo da di,nui te laudamo apostolo da Di,12,0.6568356256058415,0.42055855575813345,18.1155337982669
419,0.2,o kiamato a te nera com' a,o kiamato a te ne racoman,12,0.7169164349204237,0.4186832447525921,18.221352802531225
420,0.0,damo in tua storia trovamo,damo in tua storia trovamo,13,0.7096227030762758,0.47013741122348424,21.94422934585502
421,0.03125,perescritto certamente ke de la,per escritto certamente ke de la,13,0.7206275788384768,0.4681627535899674,19.526601607940673
422,0.05405405405405406,pagana gente fosti gran convititore.,pagana gente fosti gran convertitore.,15,0.6974431776836022,0.404196281244933,20.873577238804593
423,0.1935483870967742,Per la fede compitusti no te,Per la fede compattisti nott' e,15,0.6633899630032295,0.42378823551550215,18.294217634164585
